# blastn
# Iteration: 0
# Query: 
# RID: 2N8P0HJW013
# Database: WGS_VDB://JALDQB02 genomic/284583/GCA_024416835.2
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 15979 hits found
Query_4008047	CM044546.2	100.000	20	0	0	1	20	67195	67176	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	79544	79525	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	321982	321963	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	906190	906171	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	1797187	1797168	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	3535024	3535005	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	5933930	5933911	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	5940879	5940860	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	7019410	7019391	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	7102163	7102144	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	7138088	7138069	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	7145054	7145035	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	7517863	7517844	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	8338195	8338176	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	8345158	8345139	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	8426911	8426892	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	8941519	8941500	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	8948570	8948551	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	9637153	9637134	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	9642881	9642862	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	10104962	10104943	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	10113944	10113925	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	10609914	10609895	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	12120572	12120553	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	12275001	12274982	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	12281731	12281712	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	12535774	12535755	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	12577388	12577369	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	12588549	12588530	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	12595402	12595383	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	15187727	15187708	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	17155353	17155334	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	17167410	17167391	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	17456378	17456359	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	17463204	17463185	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	17804002	17803983	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	17810861	17810842	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	21204590	21204571	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	21211466	21211447	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	21904092	21904073	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	24467944	24467925	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	24474539	24474520	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	26559196	26559177	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	28577999	28577980	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	29094465	29094446	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	29101272	29101253	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	29585865	29585846	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	29592666	29592647	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	29616429	29616410	0.002	40.1
Query_4008047	CM044546.2	100.000	20	0	0	1	20	30536202	30536183	0.002	40.1
